RESID,PREDICT
51.3936686670559,69.6063313329441
-21.6753671234529,62.6753671234529
52.1701514832162,130.829848516784
-9.4935537786479,139.493553778648
53.9281865623102,73.0718134376898
-37.2604730721496,171.260473072150
-11.5372955424354,76.5372955424354
17.7415861354614,34.2584138645386
-21.911865654064,33.911865654064
-38.6234204535086,84.6234204535086
-16.761492034526,70.761492034526
61.3553932935632,35.6446067064368
-10.9638123240082,11.9638123240082
-15.1258086738159,19.1258086738159
-23.9016121817253,24.9016121817253
-29.3342853032730,33.3342853032730
